city,year,crime,incidences,rate
Faridabad,2014,Kidnapping & Abduction in order to Murder (Section 364 IPC),0,0
Faridabad,2014,Kidnapping for Ransom (Section 364-A IPC),0,0
Faridabad,2014,Kidnapping & Abduction of Women To Compel Her For Marriage,190,29.1
Ghaziabad,2014,Kidnapping & Abduction (Total),276,11.7
Ghaziabad,2014,Kidnapping & Abduction (Sec. 3631 PC),80,3.4
Ghaziabad,2014,Kidnapping & Abduction in order to Murder (Section 364 IPC),54,2.3
Ghaziabad,2014,Kidnapping for Ransom (Section 364-A IPC),1,0
Ghaziabad,2014,Kidnapping & Abduction of Women To Compel Her For Marriage,141,12.8
Gwalior,2014,Kidnapping & Abduction (Total),189,17.2
Gwalior,2014,Kidnapping & Abduction (Sec. 3631 PC),68,6.2
Gwalior,2014,Kidnapping & Abduction in order to Murder (Section 364 IPC),1,0.1
Gwalior,2014,Kidnapping for Ransom (Section 364-A IPC),2,0.2
Gwalior,2014,Kidnapping & Abduction of Women To Compel Her For Marriage,30,5.8
Flyderabad,2014,Kidnapping & Abduction (Total),374,4.8
Flyderabad,2014,Kidnapping & Abduction (Sec. 3631 PC),235,3
Flyderabad,2014,Kidnapping & Abduction in order to Murder (Section 364 IPC),0,0
Flyderabad,2014,Kidnapping for Ransom (Section 364-A IPC),1,0
Flyderabad,2014,Kidnapping & Abduction of Women To Compel Her For Marriage,6,0.2
Indore,2014,Kidnapping & Abduction (Total),439,20.3
Indore,2014,Kidnapping & Abduction (Sec. 3631 PC),370,17.1
Indore,2014,Kidnapping & Abduction in order to Murder (Section 364 IPC),1,0
Indore,2014,Kidnapping for Ransom (Section 364-A IPC),3,0.1
Indore,2014,Kidnapping & Abduction of Women To Compel Her For Marriage,46,4.4
Jabalpur,2014,Kidnapping & Abduction (Total),359,28.3
Jabalpur,2014,Kidnapping & Abduction (Sec. 3631 PC),107,8.4
Jabalpur,2014,Kidnapping & Abduction in order to Murder (Section 364 IPC),0,0
Jabalpur,2014,Kidnapping for Ransom (Section 364-A IPC),2,0.2
Jabalpur,2014,Kidnapping & Abduction of Women To Compel Her For Marriage,93,15.4
Jaipur,2014,Kidnapping & Abduction (Total),653,21.2
Jaipur,2014,Kidnapping & Abduction (Sec. 3631 PC),238,7.7
Jaipur,2014,Kidnapping & Abduction in order to Murder (Section 364 IPC),0,0
Jaipur,2014,Kidnapping for Ransom (Section 364-A IPC),1,0
Jaipur,2014,Kidnapping & Abduction of Women To Compel Her For Marriage,97,6.7
Jamshedpur,2014,Kidnapping & Abduction (Total),64,4.8
Jamshedpur,2014,Kidnapping & Abduction (Sec. 3631 PC),8,0.6
Jamshedpur,2014,Kidnapping & Abduction in order to Murder (Section 364 IPC),2,0.1
Jamshedpur,2014,Kidnapping for Ransom (Section 364-A IPC),2,0.1
Jamshedpur,2014,Kidnapping & Abduction of Women To Compel Her For Marriage,49,7.7
Jodhpur,2014,Kidnapping & Abduction (Total),108,9.5
Jodhpur,2014,Kidnapping & Abduction (Sec. 3631 PC),14,1.2
Jodhpur,2014,Kidnapping & Abduction in order to Murder (Section 364 IPC),0,0
Jodhpur,2014,Kidnapping for Ransom (Section 364-A IPC),0,0
Jodhpur,2014,Kidnapping & Abduction of Women To Compel Her For Marriage,34,6.3
Kannur,2014,Kidnapping & Abduction (Total),5,0.3
Kannur,2014,Kidnapping & Abduction (Sec. 3631 PC),0,0
Kannur,2014,Kidnapping & Abduction in order to Murder (Section 364 IPC),0,0
Kannur,2014,Kidnapping for Ransom (Section 364-A IPC),0,0
Kannur,2014,Kidnapping & Abduction of Women To Compel Her For Marriage,3,0.3
Kanpur,2014,Kidnapping & Abduction (Total),233,8
Kanpur,2014,Kidnapping & Abduction (Sec. 3631 PC),0,0
Kanpur,2014,Kidnapping & Abduction in order to Murder (Section 364 IPC),0,0
Kanpur,2014,Kidnapping for Ransom (Section 364-A IPC),3,0.1
Kanpur,2014,Kidnapping & Abduction of Women To Compel Her For Marriage,59,4.4
Kochi,2014,Kidnapping & Abduction (Total),4,0.2
Kochi,2014,Kidnapping & Abduction (Sec. 3631 PC),0,0
Kochi,2014,Kidnapping & Abduction in order to Murder (Section 364 IPC),0,0
Kochi,2014,Kidnapping for Ransom (Section 364-A IPC),0,0
Kochi,2014,Kidnapping & Abduction of Women To Compel Her For Marriage,1,0.1
Kolkata,2014,Kidnapping & Abduction (Total),341,2.4
Kolkata,2014,Kidnapping & Abduction (Sec. 3631 PC),110,0.8
Kolkata,2014,Kidnapping & Abduction in order to Murder (Section 364 IPC),2,0
Kolkata,2014,Kidnapping for Ransom (Section 364-A IPC),19,0.1
Kolkata,2014,Kidnapping & Abduction of Women To Compel Her For Marriage,109,1.6
Kollam,2014,Kidnapping & Abduction (Total),13,1.2
Kollam,2014,Kidnapping & Abduction (Sec. 3631 PC),0,0
Kollam,2014,Kidnapping & Abduction in order to Murder (Section 364 IPC),0,0
Kollam,2014,Kidnapping for Ransom (Section 364-A IPC),0,0
Kollam,2014,Kidnapping & Abduction of Women To Compel Her For Marriage,8,1.4
Kota,2014,Kidnapping & Abduction (Total),187,18.7
Kota,2014,Kidnapping & Abduction (Sec. 3631 PC),35,3.5
Kota,2014,Kidnapping & Abduction in order to Murder (Section 364 IPC),0,0
Kota,2014,Kidnapping for Ransom (Section 364-A IPC),1,0.1
Kota,2014,Kidnapping & Abduction of Women To Compel Her For Marriage,102,21.6
Kozhikode,2014,Kidnapping & Abduction (Total),2,0.1
Kozhikode,2014,Kidnapping & Abduction (Sec. 3631 PC),1,0
Kozhikode,2014,Kidnapping & Abduction in order to Murder (Section 364 IPC),0,0
Kozhikode,2014,Kidnapping for Ransom (Section 364-A IPC),0,0
Kozhikode,2014,Kidnapping & Abduction of Women To Compel Her For Marriage,0,0
Lucknow,2014,Kidnapping & Abduction (Total),348,12
Lucknow,2014,Kidnapping & Abduction (Sec. 3631 PC),279,9.6
Lucknow,2014,Kidnapping & Abduction in order to Murder (Section 364 IPC),0,0
Lucknow,2014,Kidnapping for Ransom (Section 364-A IPC),1,0
Lucknow,2014,Kidnapping & Abduction of Women To Compel Her For Marriage,67,4.8
Ludhiana,2014,Kidnapping & Abduction (Total),246,15.2
Ludhiana,2014,Kidnapping & Abduction (Sec. 3631 PC),0,0
Ludhiana,2014,Kidnapping & Abduction in order to Murder (Section 364 IPC),0,0
Ludhiana,2014,Kidnapping for Ransom (Section 364-A IPC),0,0
Ludhiana,2014,Kidnapping & Abduction of Women To Compel Her For Marriage,113,15.3
Madurai,2014,Kidnapping & Abduction (Total),27,1.8
Madurai,2014,Kidnapping & Abduction (Sec. 3631 PC),4,0.3
Madurai,2014,Kidnapping & Abduction in order to Murder (Section 364 IPC),0,0
Madurai,2014,Kidnapping for Ransom (Section 364-A IPC),0,0
Madurai,2014,Kidnapping & Abduction of Women To Compel Her For Marriage,13,1.8
Malappuram,2014,Kidnapping & Abduction (Total),3,0.2
Malappuram,2014,Kidnapping & Abduction (Sec. 3631 PC),0,0
Malappuram,2014,Kidnapping & Abduction in order to Murder (Section 364 IPC),0,0
Malappuram,2014,Kidnapping for Ransom (Section 364-A IPC),0,0
Malappuram,2014,Kidnapping & Abduction of Women To Compel Her For Marriage,1,0.1
Meerut,2014,Kidnapping & Abduction (Total),233,16.4
Meerut,2014,Kidnapping & Abduction (Sec. 3631 PC),0,0
Meerut,2014,Kidnapping & Abduction in order to Murder (Section 364 IPC),0,0
Meerut,2014,Kidnapping for Ransom (Section 364-A IPC),0,0
Meerut,2014,Kidnapping & Abduction of Women To Compel Her For Marriage,151,22.5
Mumbai,2014,Kidnapping & Abduction (Total),541,2.9
Mumbai,2014,Kidnapping & Abduction (Sec. 3631 PC),451,2.4
Mumbai,2014,Kidnapping & Abduction in order to Murder (Section 364 IPC),1,0
Mumbai,2014,Kidnapping for Ransom (Section 364-A IPC),3,0
Mumbai,2014,Kidnapping & Abduction of Women To Compel Her For Marriage,15,0.2
Nagpur,2014,Kidnapping & Abduction (Total),145,5.8
Nagpur,2014,Kidnapping & Abduction (Sec. 3631 PC),97,3.9
Nagpur,2014,Kidnapping & Abduction in order to Murder (Section 364 IPC),0,0
Nagpur,2014,Kidnapping for Ransom (Section 364-A IPC),0,0
Nagpur,2014,Kidnapping & Abduction of Women To Compel Her For Marriage,46,3.8
Nasik,2014,Kidnapping & Abduction (Total),59,3.8
Nasik,2014,Kidnapping & Abduction (Sec. 3631 PC),50,3.2
Nasik,2014,Kidnapping & Abduction in order to Murder (Section 364 IPC),3,0.2
Nasik,2014,Kidnapping for Ransom (Section 364-A IPC),1,0.1
Nasik,2014,Kidnapping & Abduction of Women To Compel Her For Marriage,3,0.4
Patna,2014,Kidnapping & Abduction (Total),599,29.3
Patna,2014,Kidnapping & Abduction (Sec. 3631 PC),0,0
Patna,2014,Kidnapping & Abduction in order to Murder (Section 364 IPC),13,0.6
Patna,2014,Kidnapping for Ransom (Section 364-A IPC),11,0.5
Patna,2014,Kidnapping & Abduction of Women To Compel Her For Marriage,359,37.4
Pune,2014,Kidnapping & Abduction (Total),228,4.5
Pune,2014,Kidnapping & Abduction (Sec. 3631 PC),106,2.1
Pune,2014,Kidnapping & Abduction in order to Murder (Section 364 IPC),0,0
Pune,2014,Kidnapping for Ransom (Section 364-A IPC),0,0
Pune,2014,Kidnapping & Abduction of Women To Compel Her For Marriage,47,2
Raipur,2014,Kidnapping & Abduction (Total),171,15.2
Raipur,2014,Kidnapping & Abduction (Sec. 3631 PC),145,12.9
Raipur,2014,Kidnapping & Abduction in order to Murder (Section 364 IPC),1,0.1
Raipur,2014,Kidnapping for Ransom (Section 364-A IPC),0,0
Raipur,2014,Kidnapping & Abduction of Women To Compel Her For Marriage,21,3.9
Rajkot,2014,Kidnapping & Abduction (Total),99,7.1
Rajkot,2014,Kidnapping & Abduction (Sec. 3631 PC),27,1.9
Rajkot,2014,Kidnapping & Abduction in order to Murder (Section 364 IPC),0,0
Rajkot,2014,Kidnapping for Ransom (Section 364-A IPC),4,0.3
Rajkot,2014,Kidnapping & Abduction of Women To Compel Her For Marriage,52,7.9
Ranchi,2014,Kidnapping & Abduction (Total),107,9.5
Ranchi,2014,Kidnapping & Abduction (Sec. 3631 PC),0,0
Ranchi,2014,Kidnapping & Abduction in order to Murder (Section 364 IPC),0,0
Ranchi,2014,Kidnapping for Ransom (Section 364-A IPC),6,0.5
Ranchi,2014,Kidnapping & Abduction of Women To Compel Her For Marriage,88,16.3
Srinagar,2014,Kidnapping & Abduction (Total),71,5.6
Srinagar,2014,Kidnapping & Abduction (Sec. 3631 PC),37,2.9
Srinagar,2014,Kidnapping & Abduction in order to Murder (Section 364 IPC),3,0.2
Srinagar,2014,Kidnapping for Ransom (Section 364-A IPC),0,0
Srinagar,2014,Kidnapping & Abduction of Women To Compel Her For Marriage,0,0
Surat,2014,Kidnapping & Abduction (Total),263,5.7
Surat,2014,Kidnapping & Abduction (Sec. 3631 PC),123,2.7
Surat,2014,Kidnapping & Abduction in order to Murder (Section 364 IPC),0,0
Surat,2014,Kidnapping for Ransom (Section 364-A IPC),5,0.1
Surat,2014,Kidnapping & Abduction of Women To Compel Her For Marriage,101,5.1
Thiruvananthapuram,2014,Kidnapping & Abduction (Total),14,0.8
Thiruvananthapuram,2014,Kidnapping & Abduction (Sec. 3631 PC),10,0.6
Thiruvananthapuram,2014,Kidnapping & Abduction in order to Murder (Section 364 IPC),0,0
Thiruvananthapuram,2014,Kidnapping for Ransom (Section 364-A IPC),0,0
Thiruvananthapuram,2014,Kidnapping & Abduction of Women To Compel Her For Marriage,3,0.3
Thrissur,2014,Kidnapping & Abduction (Total),8,0.4
Thrissur,2014,Kidnapping & Abduction (Sec. 3631 PC),0,0
Thrissur,2014,Kidnapping & Abduction in order to Murder (Section 364 IPC),0,0
Thrissur,2014,Kidnapping for Ransom (Section 364-A IPC),0,0
Thrissur,2014,Kidnapping & Abduction of Women To Compel Her For Marriage,0,0
Tiruch irapalli,2014,Kidnapping & Abduction (Total),7,0.7
Tiruch irapalli,2014,Kidnapping & Abduction (Sec. 3631 PC),3,0.3
Tiruch irapalli,2014,Kidnapping & Abduction in order to Murder (Section 364 IPC),0,0
Tiruch irapalli,2014,Kidnapping for Ransom (Section 364-A IPC),0,0
Tiruch irapalli,2014,Kidnapping & Abduction of Women To Compel Her For Marriage,0,0
Vadodara,2014,Kidnapping & Abduction (Total),93,5.1
Vadodara,2014,Kidnapping & Abduction (Sec. 3631 PC),22,1.2
Vadodara,2014,Kidnapping & Abduction in order to Murder (Section 364 IPC),0,0
Vadodara,2014,Kidnapping for Ransom (Section 364-A IPC),1,0.1
Vadodara,2014,Kidnapping & Abduction of Women To Compel Her For Marriage,56,6.4
Varanasi,2014,Kidnapping & Abduction (Total),97,6.8
Varanasi,2014,Kidnapping & Abduction (Sec. 3631 PC),0,0
Varanasi,2014,Kidnapping & Abduction in order to Murder (Section 364 IPC),0,0
Varanasi,2014,Kidnapping for Ransom (Section 364-A IPC),0,0
Varanasi,2014,Kidnapping & Abduction of Women To Compel Her For Marriage,87,12.9
Vasai Virar,2014,Kidnapping & Abduction (Total),85,7
Vasai Virar,2014,Kidnapping & Abduction (Sec. 3631 PC),27,2.2
Vasai Virar,2014,Kidnapping & Abduction in order to Murder (Section 364 IPC),0,0
Vasai Virar,2014,Kidnapping for Ransom (Section 364-A IPC),1,0.1
Vasai Virar,2014,Kidnapping & Abduction of Women To Compel Her For Marriage,1,0.2
Vijayawada,2014,Kidnapping & Abduction (Total),42,2.8
Vijayawada,2014,Kidnapping & Abduction (Sec. 3631 PC),13,0.9
Vijayawada,2014,Kidnapping & Abduction in order to Murder (Section 364 IPC),1,0.1
Vijayawada,2014,Kidnapping for Ransom (Section 364-A IPC),1,0.1
Vijayawada,2014,Kidnapping & Abduction of Women To Compel Her For Marriage,11,1.5
Vishakhapatnam,2014,Kidnapping & Abduction (Total),130,7.5
Vishakhapatnam,2014,Kidnapping & Abduction (Sec. 3631 PC),130,7.5
Vishakhapatnam,2014,Kidnapping & Abduction in order to Murder (Section 364 IPC),0,0
Vishakhapatnam,2014,Kidnapping for Ransom (Section 364-A IPC),0,0
Vishakhapatnam,2014,Kidnapping & Abduction of Women To Compel Her For Marriage,0,0
Agra,2014,Other Kidnapping & Abduction,0,0
Agra,2014,Total Dacoity,7,0.4
Agra,2014,Dacoity with Murder (Section 396 IPC),1,0.1
Agra,2014,Others,6,0.3
Agra,2014,Making Preparation and Assembly for Committing Dacoity,6,0.3
Ahmedabad,2014,Other Kidnapping & Abduction,56,0.9
Ahmedabad,2014,Total Dacoity,18,0.3
Ahmedabad,2014,Dacoity with Murder (Section 396 IPC),0,0
Ahmedabad,2014,Others,18,0.3
Ahmedabad,2014,Making Preparation and Assembly for Committing Dacoity,2,0
Allahabad,2014,Other Kidnapping & Abduction,42,3.5
Allahabad,2014,Total Dacoity,2,0.2
Allahabad,2014,Dacoity with Murder (Section 396 IPC),0,0
Allahabad,2014,Others,2,0.2
Allahabad,2014,Making Preparation and Assembly for Committing Dacoity,0,0
Amritsar,2014,Other Kidnapping & Abduction,25,2.1
Amritsar,2014,Total Dacoity,1,0.1
Amritsar,2014,Dacoity with Murder (Section 396 IPC),0,0
Amritsar,2014,Others,1,0.1
Amritsar,2014,Making Preparation and Assembly for Committing Dacoity,12,1
Asansol,2014,Other Kidnapping & Abduction,51,4.1
Asansol,2014,Total Dacoity,5,0.4
Asansol,2014,Dacoity with Murder (Section 396 IPC),0,0
Asansol,2014,Others,5,0.4
Asansol,2014,Making Preparation and Assembly for Committing Dacoity,30,2.4
Aurangabad,2014,Other Kidnapping & Abduction,15,1.3
Aurangabad,2014,Total Dacoity,25,2.1
Aurangabad,2014,Dacoity with Murder (Section 396 IPC),0,0
Aurangabad,2014,Others,25,2.1
Aurangabad,2014,Making Preparation and Assembly for Committing Dacoity,15,1.3
Bengaluru,2014,Other Kidnapping & Abduction,60,0.7
Bengaluru,2014,Total Dacoity,51,0.6
Bengaluru,2014,Dacoity with Murder (Section 396 IPC),0,0
Bengaluru,2014,Others,51,0.6
Bengaluru,2014,Making Preparation and Assembly for Committing Dacoity,347,4.1
Bhopal,2014,Other Kidnapping & Abduction,66,3.5
Bhopal,2014,Total Dacoity,8,0.4
Bhopal,2014,Dacoity with Murder (Section 396 IPC),0,0
Bhopal,2014,Others,8,0.4
Bhopal,2014,Making Preparation and Assembly for Committing Dacoity,0,0
Chandigarh City,2014,Other Kidnapping & Abduction,26,2.5
Chandigarh City,2014,Total Dacoity,4,0.4
Chandigarh City,2014,Dacoity with Murder (Section 396 IPC),0,0
Chandigarh City,2014,Others,4,0.4
Chandigarh City,2014,Making Preparation and Assembly for Committing Dacoity,2,0.2
Chennai,2014,Other Kidnapping & Abduction,5,0.1
Chennai,2014,Total Dacoity,8,0.1
Chennai,2014,Dacoity with Murder (Section 396 IPC),0,0
Chennai,2014,Others,8,0.1
Chennai,2014,Making Preparation and Assembly for Committing Dacoity,0,0
Coimbatore,2014,Other Kidnapping & Abduction,7,0.3
Coimbatore,2014,Total Dacoity,5,0.2
Coimbatore,2014,Dacoity with Murder (Section 396 IPC),0,0
Coimbatore,2014,Others,5,0.2
Coimbatore,2014,Making Preparation and Assembly for Committing Dacoity,0,0
Delhi (City),2014,Other Kidnapping & Abduction,384,2.4
Delhi (City),2014,Total Dacoity,65,0.4
Delhi (City),2014,Dacoity with Murder (Section 396 IPC),1,0
Delhi (City),2014,Others,64,0.4
Delhi (City),2014,Making Preparation and Assembly for Committing Dacoity,5,0
Dhanbad,2014,Other Kidnapping & Abduction,6,0.5
Dhanbad,2014,Total Dacoity,7,0.6
Dhanbad,2014,Dacoity with Murder (Section 396 IPC),0,0
Dhanbad,2014,Others,7,0.6
Dhanbad,2014,Making Preparation and Assembly for Committing Dacoity,1,0.1
Durg-Bhilainagar,2014,Other Kidnapping & Abduction,83,7.8
Durg-Bhilainagar,2014,Total Dacoity,2,0.2
Durg-Bhilainagar,2014,Dacoity with Murder (Section 396 IPC),0,0
Durg-Bhilainagar,2014,Others,2,0.2
Durg-Bhilainagar,2014,Making Preparation and Assembly for Committing Dacoity,0,0
Faridabad,2014,Other Kidnapping & Abduction,191,13.6
Faridabad,2014,Total Dacoity,7,0.5
Faridabad,2014,Dacoity with Murder (Section 396 IPC),0,0
Faridabad,2014,Others,7,0.5
Faridabad,2014,Making Preparation and Assembly for Committing Dacoity,4,0.3
Ghaziabad,2014,Other Kidnapping & Abduction,0,0
Ghaziabad,2014,Total Dacoity,6,0.3
Ghaziabad,2014,Dacoity with Murder (Section 396 IPC),0,0
Ghaziabad,2014,Others,6,0.3
Ghaziabad,2014,Making Preparation and Assembly for Committing Dacoity,5,0.2
Gwalior,2014,Other Kidnapping & Abduction,88,8
Gwalior,2014,Total Dacoity,5,0.5
Gwalior,2014,Dacoity with Murder (Section 396 IPC),0,0
Gwalior,2014,Others,5,0.5
Gwalior,2014,Making Preparation and Assembly for Committing Dacoity,34,3.1
Flyderabad,2014,Other Kidnapping & Abduction,132,1.7
Flyderabad,2014,Total Dacoity,9,0.1
Flyderabad,2014,Dacoity with Murder (Section 396 IPC),0,0
Flyderabad,2014,Others,9,0.1
Flyderabad,2014,Making Preparation and Assembly for Committing Dacoity,0,0
Indore,2014,Other Kidnapping & Abduction,19,0.9
Indore,2014,Total Dacoity,1,0
Indore,2014,Dacoity with Murder (Section 396 IPC),0,0
Indore,2014,Others,1,0
Indore,2014,Making Preparation and Assembly for Committing Dacoity,2,0.1
Jabalpur,2014,Other Kidnapping & Abduction,157,12.4
Jabalpur,2014,Total Dacoity,0,0
Jabalpur,2014,Dacoity with Murder (Section 396 IPC),0,0
Jabalpur,2014,Others,0,0
Jabalpur,2014,Making Preparation and Assembly for Committing Dacoity,4,0.3
Jaipur,2014,Other Kidnapping & Abduction,317,10.3
Jaipur,2014,Total Dacoity,3,0.1
Jaipur,2014,Dacoity with Murder (Section 396 IPC),0,0
Jaipur,2014,Others,3,0.1
Jaipur,2014,Making Preparation and Assembly for Committing Dacoity,14,0.5
Jamshedpur,2014,Other Kidnapping & Abduction,3,0.2
Jamshedpur,2014,Total Dacoity,5,0.4
Jamshedpur,2014,Dacoity with Murder (Section 396 IPC),0,0
Jamshedpur,2014,Others,5,0.4
Jamshedpur,2014,Making Preparation and Assembly for Committing Dacoity,2,0.1
Jodhpur,2014,Other Kidnapping & Abduction,60,5.3
Jodhpur,2014,Total Dacoity,0,0
Jodhpur,2014,Dacoity with Murder (Section 396 IPC),0,0
Jodhpur,2014,Others,0,0
Jodhpur,2014,Making Preparation and Assembly for Committing Dacoity,1,0.1
Kannur,2014,Other Kidnapping & Abduction,2,0.1
Kannur,2014,Total Dacoity,0,0
Kannur,2014,Dacoity with Murder (Section 396 IPC),0,0
Kannur,2014,Others,0,0
Kannur,2014,Making Preparation and Assembly for Committing Dacoity,0,0
Kanpur,2014,Other Kidnapping & Abduction,171,5.9
Kanpur,2014,Total Dacoity,3,0.1
Kanpur,2014,Dacoity with Murder (Section 396 IPC),0,0
Kanpur,2014,Others,3,0.1
Kanpur,2014,Making Preparation and Assembly for Committing Dacoity,2,0.1
Kochi,2014,Other Kidnapping & Abduction,3,0.1
Kochi,2014,Total Dacoity,2,0.1
Kochi,2014,Dacoity with Murder (Section 396 IPC),0,0
Kochi,2014,Others,2,0.1
Kochi,2014,Making Preparation and Assembly for Committing Dacoity,9,0.4
Kolkata,2014,Other Kidnapping & Abduction,101,0.7
Kolkata,2014,Total Dacoity,3,0
Kolkata,2014,Dacoity with Murder (Section 396 IPC),0,0
Kolkata,2014,Others,3,0
Kolkata,2014,Making Preparation and Assembly for Committing Dacoity,19,0.1
Kollam,2014,Other Kidnapping & Abduction,5,0.5
Kollam,2014,Total Dacoity,2,0.2
Kollam,2014,Dacoity with Murder (Section 396 IPC),0,0
Kollam,2014,Others,2,0.2
Kollam,2014,Making Preparation and Assembly for Committing Dacoity,0,0
Kota,2014,Other Kidnapping & Abduction,49,4.9
Kota,2014,Total Dacoity,1,0.1
Kota,2014,Dacoity with Murder (Section 396 IPC),1,0.1
Kota,2014,Others,0,0
Kota,2014,Making Preparation and Assembly for Committing Dacoity,4,0.4
Kozhikode,2014,Other Kidnapping & Abduction,1,0
Kozhikode,2014,Total Dacoity,0,0
Kozhikode,2014,Dacoity with Murder (Section 396 IPC),0,0
Kozhikode,2014,Others,0,0
Kozhikode,2014,Making Preparation and Assembly for Committing Dacoity,1,0
Lucknow,2014,Other Kidnapping & Abduction,1,0
Lucknow,2014,Total Dacoity,1,0
Lucknow,2014,Dacoity with Murder (Section 396 IPC),0,0
Lucknow,2014,Others,1,0
Lucknow,2014,Making Preparation and Assembly for Committing Dacoity,0,0
Ludhiana,2014,Other Kidnapping & Abduction,133,8.2
Ludhiana,2014,Total Dacoity,2,0.1
Ludhiana,2014,Dacoity with Murder (Section 396 IPC),0,0
Ludhiana,2014,Others,2,0.1
Ludhiana,2014,Making Preparation and Assembly for Committing Dacoity,24,1.5
Madurai,2014,Other Kidnapping & Abduction,10,0.7
Madurai,2014,Total Dacoity,4,0.3
Madurai,2014,Dacoity with Murder (Section 396 IPC),0,0
Madurai,2014,Others,4,0.3
Madurai,2014,Making Preparation and Assembly for Committing Dacoity,0,0
Malappuram,2014,Other Kidnapping & Abduction,2,0.1
Malappuram,2014,Total Dacoity,0,0
Malappuram,2014,Dacoity with Murder (Section 396 IPC),0,0
Malappuram,2014,Others,0,0
Malappuram,2014,Making Preparation and Assembly for Committing Dacoity,0,0
Meerut,2014,Other Kidnapping & Abduction,82,5.8
Meerut,2014,Total Dacoity,8,0.6
Meerut,2014,Dacoity with Murder (Section 396 IPC),0,0
Meerut,2014,Others,8,0.6
Meerut,2014,Making Preparation and Assembly for Committing Dacoity,1,0.1
Mumbai,2014,Other Kidnapping & Abduction,71,0.4
Mumbai,2014,Total Dacoity,34,0.2
Mumbai,2014,Dacoity with Murder (Section 396 IPC),0,0
Mumbai,2014,Others,34,0.2
Mumbai,2014,Making Preparation and Assembly for Committing Dacoity,14,0.1
Nagpur,2014,Other Kidnapping & Abduction,2,0.1
Nagpur,2014,Total Dacoity,16,0.6
Nagpur,2014,Dacoity with Murder (Section 396 IPC),1,0
Nagpur,2014,Others,15,0.6
Nagpur,2014,Making Preparation and Assembly for Committing Dacoity,16,0.6
Nasik,2014,Other Kidnapping & Abduction,2,0.1
Nasik,2014,Total Dacoity,13,0.8
Nasik,2014,Dacoity with Murder (Section 396 IPC),0,0
Nasik,2014,Others,13,0.8
Nasik,2014,Making Preparation and Assembly for Committing Dacoity,29,1.9
Patna,2014,Other Kidnapping & Abduction,216,10.6
Patna,2014,Total Dacoity,28,1.4
Patna,2014,Dacoity with Murder (Section 396 IPC),0,0
Patna,2014,Others,28,1.4
Patna,2014,Making Preparation and Assembly for Committing Dacoity,0,0
Pune,2014,Other Kidnapping & Abduction,75,1.5
Pune,2014,Total Dacoity,92,1.8
Pune,2014,Dacoity with Murder (Section 396 IPC),2,0
Pune,2014,Others,90,1.8
Pune,2014,Making Preparation and Assembly for Committing Dacoity,33,0.7
Raipur,2014,Other Kidnapping & Abduction,4,0.4
Raipur,2014,Total Dacoity,2,0.2
Raipur,2014,Dacoity with Murder (Section 396 IPC),0,0
Raipur,2014,Others,2,0.2
Raipur,2014,Making Preparation and Assembly for Committing Dacoity,0,0
Rajkot,2014,Other Kidnapping & Abduction,16,1.2
Rajkot,2014,Total Dacoity,7,0.5
Rajkot,2014,Dacoity with Murder (Section 396 IPC),0,0
Rajkot,2014,Others,7,0.5
Rajkot,2014,Making Preparation and Assembly for Committing Dacoity,0,0
Ranchi,2014,Other Kidnapping & Abduction,13,1.2
Ranchi,2014,Total Dacoity,5,0.4
Ranchi,2014,Dacoity with Murder (Section 396 IPC),0,0
Ranchi,2014,Others,5,0.4
Ranchi,2014,Making Preparation and Assembly for Committing Dacoity,0,0
Srinagar,2014,Other Kidnapping & Abduction,31,2.4
Srinagar,2014,Total Dacoity,1,0.1
Srinagar,2014,Dacoity with Murder (Section 396 IPC),0,0
Srinagar,2014,Others,1,0.1
Srinagar,2014,Making Preparation and Assembly for Committing Dacoity,0,0
Surat,2014,Other Kidnapping & Abduction,34,0.7
Surat,2014,Total Dacoity,14,0.3
Surat,2014,Dacoity with Murder (Section 396 IPC),0,0
Surat,2014,Others,14,0.3
Surat,2014,Making Preparation and Assembly for Committing Dacoity,2,0
Thiruvananthapuram,2014,Other Kidnapping & Abduction,1,0.1
Thiruvananthapuram,2014,Total Dacoity,1,0.1
Thiruvananthapuram,2014,Dacoity with Murder (Section 396 IPC),0,0
Thiruvananthapuram,2014,Others,1,0.1
Thiruvananthapuram,2014,Making Preparation and Assembly for Committing Dacoity,27,1.6
Thrissur,2014,Other Kidnapping & Abduction,8,0.4
Thrissur,2014,Total Dacoity,5,0.3
Thrissur,2014,Dacoity with Murder (Section 396 IPC),0,0
Thrissur,2014,Others,5,0.3
Thrissur,2014,Making Preparation and Assembly for Committing Dacoity,0,0
Tiruchirapalli,2014,Other Kidnapping & Abduction,4,0.4
Tiruchirapalli,2014,Total Dacoity,0,0
Tiruchirapalli,2014,Dacoity with Murder (Section 396 IPC),0,0
Tiruchirapalli,2014,Others,0,0
Tiruchirapalli,2014,Making Preparation and Assembly for Committing Dacoity,0,0
Vadodara,2014,Other Kidnapping & Abduction,14,0.8
Vadodara,2014,Total Dacoity,10,0.6
Vadodara,2014,Dacoity with Murder (Section 396 IPC),0,0
Vadodara,2014,Others,10,0.6
Vadodara,2014,Making Preparation and Assembly for Committing Dacoity,0,0
Varanasi,2014,Other Kidnapping & Abduction,10,0.7
Varanasi,2014,Total Dacoity,0,0
Varanasi,2014,Dacoity with Murder (Section 396 IPC),0,0
Varanasi,2014,Others,0,0
